time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200115:1711,0.0,0.0,0.0,0.0,0.0,8.98,4.48,0.0
20200115:1811,0.0,0.0,0.0,0.0,0.0,8.74,4.69,0.0
20200115:1911,0.0,0.0,0.0,0.0,0.0,8.77,4.69,0.0
20200115:2011,0.0,0.0,0.0,0.0,0.0,8.52,4.69,0.0
20200115:2111,0.0,0.0,0.0,0.0,0.0,8.44,4.55,0.0
20200115:2211,0.0,0.0,0.0,0.0,0.0,8.66,4.41,0.0
20200115:2311,0.0,0.0,0.0,0.0,0.0,9.03,4.28,0.0
20200116:0011,0.0,0.0,0.0,0.0,0.0,9.39,4.0,0.0
20200116:0111,0.0,0.0,0.0,0.0,0.0,9.65,3.79,0.0
20200116:0211,0.0,0.0,0.0,0.0,0.0,9.75,3.59,0.0
20200116:0311,0.0,0.0,0.0,0.0,0.0,9.24,3.38,0.0
20200116:0411,0.0,0.0,0.0,0.0,0.0,8.09,2.9,0.0
20200116:0511,0.0,0.0,0.0,0.0,0.0,6.79,2.48,0.0
20200116:0611,0.0,0.0,0.0,0.0,0.0,5.35,2.41,0.0
20200116:0711,0.0,0.0,0.0,0.0,0.0,4.28,2.48,0.0
20200116:0811,163.22,52.01,29.0,0.0,6.29,4.01,2.48,0.0
20200116:0911,502.7,119.01,53.0,0.0,11.67,5.28,2.21,0.0
20200116:1011,748.66,157.01,73.0,0.0,15.19,7.18,2.0,0.0
20200116:1111,817.92,152.01,92.0,0.0,16.53,8.45,2.07,0.0
20200116:1211,737.37,137.01,88.0,0.0,15.56,9.15,1.86,0.0
20200116:1311,524.56,111.01,65.0,0.0,12.38,9.41,1.59,0.0
20200116:1411,201.38,48.0,40.0,0.0,7.28,9.01,1.45,0.0
20200116:1511,0.0,0.0,0.0,0.0,0.0,7.87,1.93,0.0
20200116:1611,0.0,0.0,0.0,0.0,0.0,6.23,2.28,0.0
20200116:1711,0.0,0.0,0.0,0.0,0.0,5.24,2.41,0.0
20200116:1811,0.0,0.0,0.0,0.0,0.0,4.87,2.62,0.0
20200116:1911,0.0,0.0,0.0,0.0,0.0,4.61,2.9,0.0
20200116:2011,0.0,0.0,0.0,0.0,0.0,4.43,2.9,0.0
20200116:2111,0.0,0.0,0.0,0.0,0.0,4.16,2.83,0.0
20200116:2211,0.0,0.0,0.0,0.0,0.0,3.86,2.83,0.0
20200116:2311,0.0,0.0,0.0,0.0,0.0,3.55,2.9,0.0
20200117:0011,0.0,0.0,0.0,0.0,0.0,3.34,2.97,0.0
20200117:0111,0.0,0.0,0.0,0.0,0.0,3.22,3.1,0.0
20200117:0211,0.0,0.0,0.0,0.0,0.0,3.17,3.1,0.0
20200117:0311,0.0,0.0,0.0,0.0,0.0,3.12,3.03,0.0
20200117:0411,0.0,0.0,0.0,0.0,0.0,3.04,2.97,0.0
20200117:0511,0.0,0.0,0.0,0.0,0.0,2.84,2.9,0.0
20200117:0611,0.0,0.0,0.0,0.0,0.0,2.67,2.97,0.0
20200117:0711,0.0,0.0,0.0,0.0,0.0,2.06,2.83,0.0
20200117:0811,173.88,52.01,31.0,0.0,6.42,2.24,2.97,0.0
20200117:0911,528.12,126.01,52.0,0.0,11.83,3.24,2.69,0.0
20200117:1011,802.35,180.01,63.0,0.0,15.37,4.56,3.38,0.0
20200117:1111,887.22,186.01,75.0,0.0,16.72,5.67,3.79,0.0
20200117:1211,808.6,175.01,69.0,0.0,15.77,6.51,3.93,0.0
20200117:1311,564.88,129.01,58.0,0.0,12.59,6.91,3.93,0.0
20200117:1411,222.44,62.01,36.0,0.0,7.49,6.71,3.45,0.0
20200117:1511,0.0,0.0,0.0,0.0,0.0,5.81,3.03,0.0
20200117:1611,0.0,0.0,0.0,0.0,0.0,4.61,2.83,0.0
20200117:1711,0.0,0.0,0.0,0.0,0.0,3.8,2.83,0.0
20200117:1811,0.0,0.0,0.0,0.0,0.0,3.32,2.83,0.0
20200117:1911,0.0,0.0,0.0,0.0,0.0,3.6,2.9,0.0
20200117:2011,0.0,0.0,0.0,0.0,0.0,3.74,3.17,0.0
20200117:2111,0.0,0.0,0.0,0.0,0.0,4.25,3.31,0.0
20200117:2211,0.0,0.0,0.0,0.0,0.0,5.19,3.38,0.0
20200117:2311,0.0,0.0,0.0,0.0,0.0,6.07,3.45,0.0
20200118:0011,0.0,0.0,0.0,0.0,0.0,6.76,3.52,0.0
20200118:0111,0.0,0.0,0.0,0.0,0.0,7.1,3.52,0.0
20200118:0211,0.0,0.0,0.0,0.0,0.0,6.97,3.66,0.0
20200118:0311,0.0,0.0,0.0,0.0,0.0,6.89,4.0,0.0
20200118:0411,0.0,0.0,0.0,0.0,0.0,6.52,4.21,0.0
20200118:0511,0.0,0.0,0.0,0.0,0.0,5.97,4.07,0.0
20200118:0611,0.0,0.0,0.0,0.0,0.0,5.57,3.79,0.0
20200118:0711,0.0,0.0,0.0,0.0,0.0,5.09,3.45,0.0
20200118:0811,175.59,44.0,36.0,0.0,6.57,4.87,3.17,0.0
20200118:0911,543.96,138.01,47.0,0.0,11.99,4.99,3.17,0.0
20200118:1011,816.48,187.01,61.0,0.0,15.55,5.7,3.17,0.0
20200118:1111,946.35,223.01,57.0,0.0,16.92,6.29,3.79,0.0
20200118:1211,654.71,70.0,121.0,0.0,15.98,6.71,5.17,0.0
20200118:1311,566.46,122.01,63.0,0.0,12.81,6.67,4.07,0.0
20200118:1411,197.86,22.0,53.0,0.0,7.7,6.46,3.45,0.0
20200118:1511,0.0,0.0,0.0,0.0,0.0,6.0,2.97,0.0
20200118:1611,0.0,0.0,0.0,0.0,0.0,5.46,2.69,0.0
20200118:1711,0.0,0.0,0.0,0.0,0.0,5.18,2.48,0.0
20200118:1811,0.0,0.0,0.0,0.0,0.0,4.95,2.41,0.0
20200118:1911,0.0,0.0,0.0,0.0,0.0,3.73,2.62,0.0
20200118:2011,0.0,0.0,0.0,0.0,0.0,3.4,2.69,0.0
20200118:2111,0.0,0.0,0.0,0.0,0.0,2.79,2.62,0.0
20200118:2211,0.0,0.0,0.0,0.0,0.0,2.28,2.55,0.0
20200118:2311,0.0,0.0,0.0,0.0,0.0,2.39,2.48,0.0
20200119:0011,0.0,0.0,0.0,0.0,0.0,2.97,2.34,0.0
20200119:0111,0.0,0.0,0.0,0.0,0.0,3.3,2.34,0.0
20200119:0211,0.0,0.0,0.0,0.0,0.0,3.55,2.34,0.0
20200119:0311,0.0,0.0,0.0,0.0,0.0,3.65,2.41,0.0
20200119:0411,0.0,0.0,0.0,0.0,0.0,3.82,2.41,0.0
20200119:0511,0.0,0.0,0.0,0.0,0.0,3.83,2.28,0.0
20200119:0611,0.0,0.0,0.0,0.0,0.0,3.77,2.14,0.0
20200119:0711,0.0,0.0,0.0,0.0,0.0,3.63,2.0,0.0
20200119:0811,166.28,24.0,44.0,0.0,6.72,3.64,2.07,0.0
20200119:0911,289.98,7.0,84.0,0.0,12.17,3.94,3.31,0.0
20200119:1011,378.99,6.0,107.0,0.0,15.74,4.59,3.31,0.0
20200119:1111,471.82,12.0,125.0,0.0,17.13,5.02,3.03,0.0
20200119:1211,475.88,16.0,123.0,0.0,16.19,5.4,2.76,0.0
20200119:1311,464.72,44.0,99.0,0.0,13.03,5.62,2.83,0.0
20200119:1411,130.18,3.0,46.0,0.0,7.92,5.22,1.79,0.0
20200119:1511,0.0,0.0,0.0,0.0,0.0,4.85,1.72,0.0
20200119:1611,0.0,0.0,0.0,0.0,0.0,4.28,1.79,0.0
20200119:1711,0.0,0.0,0.0,0.0,0.0,3.8,1.86,0.0
20200119:1811,0.0,0.0,0.0,0.0,0.0,3.45,1.72,0.0
20200119:1911,0.0,0.0,0.0,0.0,0.0,3.77,1.66,0.0
20200119:2011,0.0,0.0,0.0,0.0,0.0,3.45,1.59,0.0
20200119:2111,0.0,0.0,0.0,0.0,0.0,2.61,1.66,0.0
20200119:2211,0.0,0.0,0.0,0.0,0.0,2.35,1.52,0.0
20200119:2311,0.0,0.0,0.0,0.0,0.0,1.56,1.72,0.0
20200120:0011,0.0,0.0,0.0,0.0,0.0,1.05,1.72,0.0
20200120:0111,0.0,0.0,0.0,0.0,0.0,0.72,1.72,0.0
20200120:0211,0.0,0.0,0.0,0.0,0.0,0.33,1.93,0.0
20200120:0311,0.0,0.0,0.0,0.0,0.0,-0.29,1.93,0.0
20200120:0411,0.0,0.0,0.0,0.0,0.0,-0.37,1.72,0.0
20200120:0511,0.0,0.0,0.0,0.0,0.0,-0.63,1.79,0.0
20200120:0611,0.0,0.0,0.0,0.0,0.0,-0.9,1.66,0.0
20200120:0711,0.0,0.0,0.0,0.0,0.0,-1.91,1.93,0.0
20200120:0811,202.41,54.01,35.0,0.0,6.88,-2.05,1.86,0.0
20200120:0911,566.95,126.01,58.0,0.0,12.34,0.36,2.0,0.0
20200120:1011,642.82,59.0,125.0,0.0,15.94,1.96,2.28,0.0
20200120:1111,304.83,0.0,93.0,0.0,17.34,3.01,2.0,0.0
20200120:1211,191.66,0.0,64.0,0.0,16.41,3.57,2.48,0.0
20200120:1311,103.0,0.0,40.0,0.0,13.25,3.67,2.69,0.0
20200120:1411,95.98,0.0,38.0,0.0,8.14,3.62,2.62,0.0
20200120:1511,0.0,0.0,0.0,0.0,0.0,3.51,2.41,0.0
20200120:1611,0.0,0.0,0.0,0.0,0.0,3.33,2.28,0.0
20200120:1711,0.0,0.0,0.0,0.0,0.0,3.28,2.48,0.0
20200120:1811,0.0,0.0,0.0,0.0,0.0,3.23,2.69,0.0
20200120:1911,0.0,0.0,0.0,0.0,0.0,3.07,2.76,0.0
20200120:2011,0.0,0.0,0.0,0.0,0.0,2.94,2.97,0.0
20200120:2111,0.0,0.0,0.0,0.0,0.0,2.89,3.1,0.0
20200120:2211,0.0,0.0,0.0,0.0,0.0,2.65,3.17,0.0
20200120:2311,0.0,0.0,0.0,0.0,0.0,2.34,3.24,0.0
20200121:0011,0.0,0.0,0.0,0.0,0.0,2.11,3.24,0.0
20200121:0111,0.0,0.0,0.0,0.0,0.0,1.66,3.31,0.0
20200121:0211,0.0,0.0,0.0,0.0,0.0,1.22,3.24,0.0
20200121:0311,0.0,0.0,0.0,0.0,0.0,0.8,3.17,0.0
20200121:0411,0.0,0.0,0.0,0.0,0.0,0.55,3.17,0.0
20200121:0511,0.0,0.0,0.0,0.0,0.0,0.28,3.24,0.0
20200121:0611,0.0,0.0,0.0,0.0,0.0,0.12,3.1,0.0
20200121:0711,0.0,0.0,0.0,0.0,0.0,-0.22,3.17,0.0
20200121:0811,205.83,59.01,33.0,0.0,7.05,0.02,3.1,0.0
20200121:0911,578.88,133.01,55.0,0.0,12.53,1.18,2.83,0.0
20200121:1011,843.93,175.01,73.0,0.0,16.14,2.5,3.24,0.0
20200121:1111,932.26,180.01,87.0,0.0,17.56,3.62,3.45,0.0
20200121:1211,860.76,172.01,80.0,0.0,16.64,4.5,3.52,0.0
20200121:1311,623.66,133.01,65.0,0.0,13.48,4.84,3.38,0.0
20200121:1411,265.05,57.01,47.0,0.0,8.37,4.66,3.17,0.0
20200121:1511,0.0,0.0,1.0,0.0,1.7,3.85,3.1,0.0
20200121:1611,0.0,0.0,0.0,0.0,0.0,2.88,3.24,0.0
20200121:1711,0.0,0.0,0.0,0.0,0.0,2.39,3.38,0.0
20200121:1811,0.0,0.0,0.0,0.0,0.0,1.9,3.17,0.0
20200121:1911,0.0,0.0,0.0,0.0,0.0,1.7,3.17,0.0
20200121:2011,0.0,0.0,0.0,0.0,0.0,1.34,3.17,0.0
20200121:2111,0.0,0.0,0.0,0.0,0.0,1.14,3.17,0.0
20200121:2211,0.0,0.0,0.0,0.0,0.0,1.26,3.24,0.0
20200121:2311,0.0,0.0,0.0,0.0,0.0,1.32,3.31,0.0
20200122:0011,0.0,0.0,0.0,0.0,0.0,1.64,3.45,0.0
20200122:0111,0.0,0.0,0.0,0.0,0.0,1.8,3.66,0.0
20200122:0211,0.0,0.0,0.0,0.0,0.0,1.89,3.72,0.0
20200122:0311,0.0,0.0,0.0,0.0,0.0,2.0,3.86,0.0
20200122:0411,0.0,0.0,0.0,0.0,0.0,2.0,3.86,0.0
20200122:0511,0.0,0.0,0.0,0.0,0.0,2.15,3.86,0.0
20200122:0611,0.0,0.0,0.0,0.0,0.0,2.38,3.93,0.0
20200122:0711,0.0,0.0,0.0,0.0,0.0,2.67,3.72,0.0
20200122:0811,111.15,2.0,41.0,0.0,7.22,3.04,3.79,0.0
20200122:0911,96.12,0.0,38.0,0.0,12.72,3.39,3.1,0.0
20200122:1011,139.1,0.0,50.0,0.0,16.35,3.86,3.38,0.0
20200122:1111,330.88,1.0,99.0,0.0,17.78,4.35,4.0,0.0
20200122:1211,217.26,0.0,71.0,0.0,16.87,4.9,3.72,0.0
20200122:1311,119.88,0.0,45.0,0.0,13.72,5.48,3.52,0.0
20200122:1411,105.48,0.0,41.0,0.0,8.6,5.79,3.66,0.0
20200122:1511,0.0,0.0,1.0,0.0,1.93,5.69,3.45,0.0
20200122:1611,0.0,0.0,0.0,0.0,0.0,5.18,3.1,0.0
20200122:1711,0.0,0.0,0.0,0.0,0.0,4.5,2.76,0.0
20200122:1811,0.0,0.0,0.0,0.0,0.0,3.95,2.41,0.0
20200122:1911,0.0,0.0,0.0,0.0,0.0,3.99,2.28,0.0
20200122:2011,0.0,0.0,0.0,0.0,0.0,3.61,2.28,0.0
20200122:2111,0.0,0.0,0.0,0.0,0.0,3.14,2.07,0.0
20200122:2211,0.0,0.0,0.0,0.0,0.0,2.56,1.93,0.0
20200122:2311,0.0,0.0,0.0,0.0,0.0,1.87,1.93,0.0
20200123:0011,0.0,0.0,0.0,0.0,0.0,1.75,1.93,0.0
20200123:0111,0.0,0.0,0.0,0.0,0.0,1.35,2.0,0.0
20200123:0211,0.0,0.0,0.0,0.0,0.0,1.02,2.0,0.0
20200123:0311,0.0,0.0,0.0,0.0,0.0,0.98,1.93,0.0
20200123:0411,0.0,0.0,0.0,0.0,0.0,0.87,1.93,0.0
20200123:0511,0.0,0.0,0.0,0.0,0.0,1.17,1.79,0.0
20200123:0611,0.0,0.0,0.0,0.0,0.0,1.46,1.79,0.0
20200123:0711,0.0,0.0,0.0,0.0,0.0,1.42,1.86,0.0
20200123:0811,151.96,7.0,49.0,0.0,7.4,1.94,1.79,0.0
20200123:0911,295.65,6.0,86.0,0.0,12.92,3.42,2.21,0.0
20200123:1011,448.88,11.0,120.0,0.0,16.57,4.17,2.14,0.0
20200123:1111,858.46,117.01,126.0,0.0,18.01,4.57,2.41,0.0
20200123:1211,591.25,33.0,136.0,0.0,17.11,4.71,2.55,0.0
20200123:1311,333.31,7.0,95.0,0.0,13.96,4.68,2.69,0.0
20200123:1411,170.5,4.0,56.0,0.0,8.84,4.53,2.14,0.0
20200123:1511,0.0,0.0,1.0,0.0,2.16,4.25,1.93,0.0
20200123:1611,0.0,0.0,0.0,0.0,0.0,3.67,1.79,0.0
20200123:1711,0.0,0.0,0.0,0.0,0.0,3.22,1.66,0.0
20200123:1811,0.0,0.0,0.0,0.0,0.0,2.75,1.52,0.0
20200123:1911,0.0,0.0,0.0,0.0,0.0,2.02,1.59,0.0
20200123:2011,0.0,0.0,0.0,0.0,0.0,1.26,1.59,0.0
20200123:2111,0.0,0.0,0.0,0.0,0.0,0.18,1.66,0.0
20200123:2211,0.0,0.0,0.0,0.0,0.0,-0.15,1.59,0.0
20200123:2311,0.0,0.0,0.0,0.0,0.0,-0.64,1.72,0.0
20200124:0011,0.0,0.0,0.0,0.0,0.0,-0.83,1.72,0.0
20200124:0111,0.0,0.0,0.0,0.0,0.0,-1.34,1.66,0.0
20200124:0211,0.0,0.0,0.0,0.0,0.0,-1.42,1.45,0.0
20200124:0311,0.0,0.0,0.0,0.0,0.0,-1.67,1.38,0.0
20200124:0411,0.0,0.0,0.0,0.0,0.0,-2.19,1.59,0.0
20200124:0511,0.0,0.0,0.0,0.0,0.0,-2.52,1.86,0.0
20200124:0611,0.0,0.0,0.0,0.0,0.0,-2.34,1.86,0.0
20200124:0711,0.0,0.0,0.0,0.0,0.0,-2.59,2.0,0.0
20200124:0811,240.98,67.01,35.0,0.0,7.58,-2.19,1.72,0.0
20200124:0911,626.58,143.01,56.0,0.0,13.12,-0.13,1.59,0.0
20200124:1011,914.98,199.01,67.0,0.0,16.79,1.32,1.86,0.0
20200124:1111,1001.88,200.01,84.0,0.0,18.25,2.44,2.07,0.0
20200124:1211,960.48,210.01,68.0,0.0,17.36,3.12,2.41,0.0
20200124:1311,695.38,154.01,62.0,0.0,14.2,3.3,2.69,0.0
20200124:1411,316.12,79.01,43.0,0.0,9.08,3.05,2.55,0.0
20200124:1511,0.0,0.0,3.0,0.0,2.4,1.93,2.48,0.0
20200124:1611,0.0,0.0,0.0,0.0,0.0,0.85,2.48,0.0
20200124:1711,0.0,0.0,0.0,0.0,0.0,0.51,2.55,0.0
20200124:1811,0.0,0.0,0.0,0.0,0.0,0.52,2.55,0.0
20200124:1911,0.0,0.0,0.0,0.0,0.0,-0.12,2.48,0.0
20200124:2011,0.0,0.0,0.0,0.0,0.0,-0.17,2.41,0.0
20200124:2111,0.0,0.0,0.0,0.0,0.0,-0.22,2.34,0.0
20200124:2211,0.0,0.0,0.0,0.0,0.0,-0.19,2.34,0.0
20200124:2311,0.0,0.0,0.0,0.0,0.0,-0.1,2.41,0.0
20200125:0011,0.0,0.0,0.0,0.0,0.0,-0.08,2.48,0.0
20200125:0111,0.0,0.0,0.0,0.0,0.0,-0.07,2.48,0.0
20200125:0211,0.0,0.0,0.0,0.0,0.0,-0.19,2.41,0.0
20200125:0311,0.0,0.0,0.0,0.0,0.0,-0.18,2.34,0.0
20200125:0411,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0
20200125:0511,0.0,0.0,0.0,0.0,0.0,0.1,2.14,0.0
20200125:0611,0.0,0.0,0.0,0.0,0.0,0.15,2.21,0.0
20200125:0711,0.0,0.0,0.0,0.0,0.0,-0.28,2.21,0.0
20200125:0811,136.08,4.0,46.0,0.0,7.78,-0.29,2.28,0.0
20200125:0911,141.57,0.0,50.0,0.0,13.33,0.23,2.34,0.0
20200125:1011,206.01,0.0,67.0,0.0,17.02,0.75,2.83,0.0
20200125:1111,244.4,0.0,77.0,0.0,18.49,1.24,2.55,0.0
20200125:1211,208.66,0.0,68.0,0.0,17.61,1.89,2.55,0.0
20200125:1311,185.31,0.0,62.0,0.0,14.45,2.18,2.28,0.0
20200125:1411,46.04,0.0,23.0,0.0,9.33,2.1,1.66,0.0
20200125:1511,0.0,0.0,2.0,0.0,2.64,1.9,1.59,0.0
20200125:1611,0.0,0.0,0.0,0.0,0.0,1.35,1.59,0.0
20200125:1711,0.0,0.0,0.0,0.0,0.0,0.98,1.59,0.0
20200125:1811,0.0,0.0,0.0,0.0,0.0,0.59,1.66,0.0
20200125:1911,0.0,0.0,0.0,0.0,0.0,0.3,1.72,0.0
20200125:2011,0.0,0.0,0.0,0.0,0.0,0.29,1.59,0.0
20200125:2111,0.0,0.0,0.0,0.0,0.0,0.02,1.45,0.0
20200125:2211,0.0,0.0,0.0,0.0,0.0,-0.07,1.31,0.0
20200125:2311,0.0,0.0,0.0,0.0,0.0,-0.33,1.38,0.0
20200126:0011,0.0,0.0,0.0,0.0,0.0,-0.55,1.38,0.0
20200126:0111,0.0,0.0,0.0,0.0,0.0,-0.99,1.59,0.0
20200126:0211,0.0,0.0,0.0,0.0,0.0,-1.07,1.66,0.0
20200126:0311,0.0,0.0,0.0,0.0,0.0,-1.5,1.66,0.0
20200126:0411,0.0,0.0,0.0,0.0,0.0,-1.82,1.66,0.0
20200126:0511,0.0,0.0,0.0,0.0,0.0,-2.17,1.59,0.0
20200126:0611,0.0,0.0,0.0,0.0,0.0,-2.29,1.59,0.0
20200126:0711,0.0,0.0,0.0,0.0,0.0,-1.42,1.59,0.0
20200126:0811,69.98,0.0,30.0,0.0,7.97,-0.56,1.52,0.0
20200126:0911,175.5,0.0,59.0,0.0,13.55,0.25,1.72,0.0
20200126:1011,170.78,0.0,58.0,0.0,17.25,1.35,2.0,0.0
20200126:1111,173.92,0.0,59.0,0.0,18.74,2.1,2.0,0.0
20200126:1211,117.94,0.0,44.0,0.0,17.86,2.57,2.0,0.0
20200126:1311,99.77,0.0,39.0,0.0,14.71,3.01,1.86,0.0
20200126:1411,197.42,5.0,62.0,0.0,9.58,3.12,1.52,0.0
20200126:1511,0.0,0.0,3.0,0.0,2.88,2.87,1.17,0.0
20200126:1611,0.0,0.0,0.0,0.0,0.0,1.91,1.72,0.0
20200126:1711,0.0,0.0,0.0,0.0,0.0,1.08,1.79,0.0
20200126:1811,0.0,0.0,0.0,0.0,0.0,0.65,1.86,0.0
20200126:1911,0.0,0.0,0.0,0.0,0.0,0.29,1.79,0.0
20200126:2011,0.0,0.0,0.0,0.0,0.0,0.28,1.79,0.0
20200126:2111,0.0,0.0,0.0,0.0,0.0,0.32,2.0,0.0
20200126:2211,0.0,0.0,0.0,0.0,0.0,0.59,2.07,0.0
20200126:2311,0.0,0.0,0.0,0.0,0.0,0.87,2.21,0.0
20200127:0011,0.0,0.0,0.0,0.0,0.0,0.86,2.28,0.0
20200127:0111,0.0,0.0,0.0,0.0,0.0,0.78,2.34,0.0
20200127:0211,0.0,0.0,0.0,0.0,0.0,1.11,2.34,0.0
20200127:0311,0.0,0.0,0.0,0.0,0.0,1.1,2.41,0.0
20200127:0411,0.0,0.0,0.0,0.0,0.0,1.17,2.48,0.0
20200127:0511,0.0,0.0,0.0,0.0,0.0,0.7,2.48,0.0
20200127:0611,0.0,0.0,0.0,0.0,0.0,0.59,2.55,0.0
20200127:0711,0.0,0.0,0.0,0.0,0.0,0.93,2.9,0.0
20200127:0811,228.38,27.0,56.0,0.0,8.18,1.55,2.97,0.0
20200127:0911,624.46,116.01,77.0,0.0,13.77,2.96,2.83,0.0
20200127:1011,922.77,181.01,84.0,0.0,17.49,4.42,4.9,0.0
20200127:1111,737.5,55.0,151.0,0.0,18.99,5.49,4.69,0.0
20200127:1211,797.9,92.0,134.0,0.0,18.12,6.38,4.55,0.0
20200127:1311,715.14,148.01,72.0,0.0,14.97,6.9,3.45,0.0
20200127:1411,206.96,7.0,64.0,0.0,9.83,7.03,3.45,0.0
20200127:1511,0.0,0.0,5.0,0.0,3.13,6.7,3.17,0.0
20200127:1611,0.0,0.0,0.0,0.0,0.0,6.39,3.1,0.0
20200127:1711,0.0,0.0,0.0,0.0,0.0,6.13,3.03,0.0
20200127:1811,0.0,0.0,0.0,0.0,0.0,5.91,3.17,0.0
20200127:1911,0.0,0.0,0.0,0.0,0.0,6.59,3.59,0.0
20200127:2011,0.0,0.0,0.0,0.0,0.0,6.24,3.59,0.0
20200127:2111,0.0,0.0,0.0,0.0,0.0,5.92,3.79,0.0
20200127:2211,0.0,0.0,0.0,0.0,0.0,5.65,3.93,0.0
20200127:2311,0.0,0.0,0.0,0.0,0.0,5.59,3.93,0.0
20200128:0011,0.0,0.0,0.0,0.0,0.0,5.61,4.0,0.0
20200128:0111,0.0,0.0,0.0,0.0,0.0,5.65,4.07,0.0
20200128:0211,0.0,0.0,0.0,0.0,0.0,5.59,4.07,0.0
20200128:0311,0.0,0.0,0.0,0.0,0.0,5.22,4.07,0.0
20200128:0411,0.0,0.0,0.0,0.0,0.0,5.02,4.28,0.0
20200128:0511,0.0,0.0,0.0,0.0,0.0,5.04,4.62,0.0
20200128:0611,0.0,0.0,0.0,0.0,0.0,5.22,4.9,0.0
20200128:0711,0.0,0.0,0.0,0.0,0.0,5.55,4.55,0.0
20200128:0811,192.24,12.0,57.0,0.0,8.39,5.89,4.48,0.0
20200128:0911,643.86,127.01,74.0,0.0,14.0,6.22,4.34,0.0
20200128:1011,1004.18,234.01,59.0,0.0,17.74,6.92,4.28,0.0
20200128:1111,1128.42,261.01,61.0,0.0,19.25,7.79,4.83,0.0
20200128:1211,104.27,0.0,41.0,0.0,18.39,8.07,4.55,0.0
20200128:1311,155.02,0.0,55.0,0.0,15.23,7.42,5.1,0.0
20200128:1411,45.04,0.0,23.0,0.0,10.09,6.17,5.59,0.0
20200128:1511,0.0,0.0,5.0,0.0,3.38,5.58,6.0,0.0
20200128:1611,0.0,0.0,0.0,0.0,0.0,4.99,5.45,0.0
20200128:1711,0.0,0.0,0.0,0.0,0.0,4.43,5.31,0.0
20200128:1811,0.0,0.0,0.0,0.0,0.0,3.91,5.52,0.0
20200128:1911,0.0,0.0,0.0,0.0,0.0,3.93,6.14,0.0
20200128:2011,0.0,0.0,0.0,0.0,0.0,3.67,6.07,0.0
20200128:2111,0.0,0.0,0.0,0.0,0.0,3.29,6.14,0.0
20200128:2211,0.0,0.0,0.0,0.0,0.0,3.01,6.28,0.0
20200128:2311,0.0,0.0,0.0,0.0,0.0,2.46,6.34,0.0
20200129:0011,0.0,0.0,0.0,0.0,0.0,2.21,6.48,0.0
20200129:0111,0.0,0.0,0.0,0.0,0.0,2.16,6.48,0.0
20200129:0211,0.0,0.0,0.0,0.0,0.0,2.12,6.07,0.0
20200129:0311,0.0,0.0,0.0,0.0,0.0,2.11,5.52,0.0
20200129:0411,0.0,0.0,0.0,0.0,0.0,2.1,5.1,0.0
20200129:0511,0.0,0.0,0.0,0.0,0.0,2.47,4.97,0.0
20200129:0611,0.0,0.0,0.0,0.0,0.0,2.76,5.03,0.0
20200129:0711,0.0,0.0,0.0,0.0,0.0,2.92,5.1,0.0
20200129:0811,218.3,15.0,61.0,0.0,8.6,3.11,5.17,0.0
20200129:0911,463.64,27.0,110.0,0.0,14.24,3.56,5.52,0.0
20200129:1011,261.72,0.0,82.0,0.0,17.99,3.64,5.79,0.0
20200129:1111,558.09,13.0,144.0,0.0,19.52,4.12,5.79,0.0
20200129:1211,612.36,26.0,146.0,0.0,18.66,4.74,6.0,0.0
20200129:1311,707.13,106.01,102.0,0.0,15.5,5.06,6.76,0.0
20200129:1411,328.46,34.0,75.0,0.0,10.35,5.11,6.69,0.0
20200129:1511,0.0,0.0,5.0,0.0,3.63,5.03,6.21,0.0
20200129:1611,0.0,0.0,0.0,0.0,0.0,4.57,5.79,0.0
20200129:1711,0.0,0.0,0.0,0.0,0.0,3.96,5.59,0.0
20200129:1811,0.0,0.0,0.0,0.0,0.0,3.37,5.24,0.0
20200129:1911,0.0,0.0,0.0,0.0,0.0,3.24,4.9,0.0
20200129:2011,0.0,0.0,0.0,0.0,0.0,3.09,4.62,0.0
20200129:2111,0.0,0.0,0.0,0.0,0.0,3.41,4.55,0.0
20200129:2211,0.0,0.0,0.0,0.0,0.0,3.65,4.76,0.0
20200129:2311,0.0,0.0,0.0,0.0,0.0,3.5,4.76,0.0
20200130:0011,0.0,0.0,0.0,0.0,0.0,2.95,4.41,0.0
20200130:0111,0.0,0.0,0.0,0.0,0.0,2.5,4.28,0.0
20200130:0211,0.0,0.0,0.0,0.0,0.0,2.4,4.28,0.0
20200130:0311,0.0,0.0,0.0,0.0,0.0,2.46,4.41,0.0
20200130:0411,0.0,0.0,0.0,0.0,0.0,2.69,4.69,0.0
20200130:0511,0.0,0.0,0.0,0.0,0.0,2.88,5.03,0.0
20200130:0611,0.0,0.0,0.0,0.0,0.0,3.01,5.72,0.0
20200130:0711,0.0,0.0,2.0,0.0,1.72,3.48,5.66,0.0
20200130:0811,189.76,7.0,59.0,0.0,8.83,4.43,5.86,0.0
20200130:0911,251.46,1.0,79.0,0.0,14.48,5.11,5.93,0.0
20200130:1011,454.9,7.0,125.0,0.0,18.25,5.56,5.86,0.0
20200130:1111,178.6,0.0,61.0,0.0,19.79,5.94,6.07,0.0
20200130:1211,616.32,27.0,147.0,0.0,18.93,6.24,6.14,0.0
